,No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,wd
19286,19287,2015,5,13,14,34.0,77.0,5.0,23.0,400.0,135.0,28.2,983.5,5.1,0.0,2.2,ESE
19287,19288,2015,5,13,15,48.0,102.0,4.0,26.0,500.0,155.0,28.8,983.5,6.2,0.0,1.5,SSE
19288,19289,2015,5,13,16,63.0,97.0,4.0,45.0,600.0,151.0,28.8,983.2,7.4,0.0,1.9,NE
19289,19290,2015,5,13,17,60.0,128.0,5.0,60.0,700.0,148.0,28.5,983.7,7.7,0.0,1.5,N
19290,19291,2015,5,13,18,62.0,97.0,4.0,52.0,700.0,150.0,28.8,984.3,7.4,0.0,1.2,NNW
19291,19292,2015,5,13,19,43.0,88.0,3.0,49.0,700.0,129.0,26.2,985.7,9.5,0.0,1.7,NNW
19293,19294,2015,5,13,21,52.0,148.0,2.0,27.0,300.0,67.0,27.0,989.0,-0.1,0.0,3.75,W
19296,19297,2015,5,14,0,79.0,215.5,2.0,6.0,200.0,77.0,21.6,993.9,0.7,0.0,2.9,NNW
19297,19298,2015,5,14,1,68.0,188.0,2.0,5.0,200.0,80.0,20.4,994.9,0.2,0.0,2.2,NNW
19298,19299,2015,5,14,2,36.0,54.0,2.0,8.0,200.0,86.0,19.0,995.5,-0.4,0.0,1.7,WNW
19299,19300,2015,5,14,3,21.0,80.0,2.0,24.0,200.0,61.0,18.4,995.6,0.5,0.0,3.6,WNW
19300,19301,2015,5,14,4,18.0,49.0,4.0,23.0,200.0,57.0,17.3,995.9,0.4,0.0,2.2,NW
19301,19302,2015,5,14,5,17.0,46.0,7.0,39.0,200.0,41.0,16.8,996.9,0.8,0.0,1.7,NW
19302,19303,2015,5,14,6,11.0,49.0,11.0,54.0,400.0,25.0,17.5,998.3,1.0,0.0,3.7,WNW
19304,19305,2015,5,14,8,40.0,40.0,21.0,29.0,400.0,56.0,20.4,999.3,0.2,0.0,3.3,WNW
19305,19306,2015,5,14,9,24.0,31.0,18.0,23.0,400.0,68.0,22.0,999.3,0.5,0.0,3.4,WNW
19306,19307,2015,5,14,10,15.0,29.0,6.0,14.0,300.0,80.0,23.6,999.5,1.2,0.0,2.9,WNW
19307,19308,2015,5,14,11,20.0,44.0,2.0,11.0,300.0,88.0,24.1,999.7,2.3,0.0,3.0,SSE
19313,19314,2015,5,14,17,26.0,41.0,2.0,20.0,400.0,122.0,25.9,997.2,3.2,0.0,1.9,E
19314,19315,2015,5,14,18,26.0,44.0,2.0,22.0,400.0,123.0,25.5,997.4,2.8,0.0,2.0,SSE
19315,19316,2015,5,14,19,26.0,55.0,2.0,40.0,500.0,106.0,24.9,998.4,2.9,0.0,1.8,E
19316,19317,2015,5,14,20,33.0,62.0,2.0,35.0,500.0,101.0,23.5,999.3,5.4,0.0,2.0,N
19317,19318,2015,5,14,21,33.0,83.0,2.0,36.0,600.0,75.0,22.9,1000.9,5.3,0.0,2.9,NNE
19318,19319,2015,5,14,22,27.0,42.0,2.0,16.0,400.0,94.0,22.4,1002.0,4.0,0.0,2.1,N
19319,19320,2015,5,14,23,21.0,37.0,2.0,7.0,300.0,88.0,22.0,1002.8,2.1,0.0,3.75,NNW
19320,19321,2015,5,15,0,12.0,26.0,2.0,5.0,300.0,90.0,21.0,1003.1,3.7,0.0,2.7,N
19321,19322,2015,5,15,1,17.0,18.0,2.0,6.0,400.0,79.0,19.7,1003.4,4.2,0.0,3.0,NNW
19322,19323,2015,5,15,2,13.0,18.0,2.0,10.0,300.0,66.0,19.4,1003.6,4.7,0.0,3.1,N
19323,19324,2015,5,15,3,7.0,19.0,2.0,11.0,200.0,70.0,18.8,1004.5,4.5,0.0,2.0,NNW
19324,19325,2015,5,15,4,16.0,19.0,2.0,15.0,300.0,53.0,18.6,1005.3,3.6,0.0,1.5,NNW
19325,19326,2015,5,15,5,12.0,18.0,2.0,10.0,200.0,65.0,18.6,1006.0,2.8,0.0,1.9,NE
19326,19327,2015,5,15,6,16.0,22.0,2.0,9.0,200.0,74.0,18.1,1006.8,2.4,0.0,1.8,N
19327,19328,2015,5,15,7,19.0,26.0,2.0,14.0,300.0,67.0,18.3,1007.9,2.6,0.0,1.4,N
19328,19329,2015,5,15,8,19.0,30.0,4.0,24.0,300.0,58.0,18.9,1008.7,2.7,0.0,2.4,NNW
19329,19330,2015,5,15,9,19.0,30.0,3.0,18.0,300.0,64.0,20.4,1008.7,2.7,0.0,2.5,NNW
19330,19331,2015,5,15,10,18.0,22.0,2.0,10.0,300.0,81.0,21.9,1008.3,4.0,0.0,1.4,NE
19331,19332,2015,5,15,11,20.0,20.0,2.0,6.0,300.0,89.0,23.0,1007.4,1.3,0.0,1.4,ENE
19332,19333,2015,5,15,12,22.0,28.0,2.0,12.0,300.0,94.0,23.4,1006.5,0.5,0.0,3.0,SSE
19333,19334,2015,5,15,13,31.0,31.0,3.0,11.0,300.0,101.0,24.6,1005.4,0.8,0.0,2.8,SE
19334,19335,2015,5,15,14,22.0,29.0,3.0,12.0,300.0,106.0,25.5,1004.6,1.6,0.0,1.7,S
19335,19336,2015,5,15,15,23.0,33.0,3.0,13.0,300.0,117.0,25.6,1003.6,1.6,0.0,3.0,SSE
19336,19337,2015,5,15,16,29.0,52.0,2.0,17.0,400.0,129.0,25.6,1003.2,2.9,0.0,3.75,S
19337,19338,2015,5,15,17,30.0,55.0,2.0,17.0,400.0,127.0,25.4,1002.7,3.4,0.0,3.0,S
19338,19339,2015,5,15,18,24.0,49.0,2.0,19.0,300.0,116.0,24.3,1002.5,3.6,0.0,2.7,SSE
19339,19340,2015,5,15,19,25.0,61.0,2.0,26.0,400.0,95.0,23.3,1002.9,4.7,0.0,1.8,S
19340,19341,2015,5,15,20,23.0,63.0,2.0,34.0,400.0,80.0,20.6,1003.4,6.2,0.0,1.3,NNW
19341,19342,2015,5,15,21,28.0,70.0,2.0,37.0,500.0,64.0,19.7,1004.2,4.6,0.0,1.6,ENE
19342,19343,2015,5,15,22,32.0,50.0,2.0,28.0,300.0,71.0,18.2,1004.5,4.0,0.0,1.3,NW
19343,19344,2015,5,15,23,28.0,48.0,2.0,24.0,400.0,72.0,16.9,1004.7,2.5,0.0,1.0,NNE
19344,19345,2015,5,16,0,33.0,44.0,2.0,21.0,300.0,67.0,14.9,1004.7,2.4,0.0,1.4,NW
19345,19346,2015,5,16,1,18.0,28.0,2.0,27.0,300.0,51.0,13.9,1004.5,-0.2,0.0,1.1,NNW
19346,19347,2015,5,16,2,18.0,18.0,2.0,15.0,300.0,62.0,14.1,1004.2,-2.8,0.0,1.3,NNW
19347,19348,2015,5,16,3,19.0,23.0,2.0,21.0,300.0,54.0,12.3,1004.0,-0.9,0.0,1.2,NNW
19348,19349,2015,5,16,4,19.0,22.0,2.0,36.0,300.0,40.0,12.2,1003.7,-2.5,0.0,0.9,N
19349,19350,2015,5,16,5,25.0,25.0,2.0,24.0,300.0,51.0,12.6,1003.8,-2.9,0.0,1.7,NNW
19350,19351,2015,5,16,6,26.0,38.0,5.0,37.0,400.0,40.0,12.8,1004.0,-1.9,0.0,1.5,NNW
19351,19352,2015,5,16,7,23.0,53.0,8.0,49.0,500.0,24.0,17.0,1004.2,-2.2,0.0,1.2,NNW
19352,19353,2015,5,16,8,37.0,65.0,8.0,51.0,400.0,23.0,19.9,1004.1,-1.9,0.0,0.9,WSW
19353,19354,2015,5,16,9,47.0,108.0,9.0,72.0,600.0,14.0,21.8,1003.5,0.9,0.0,1.1,SSW
19354,19355,2015,5,16,10,40.0,81.0,9.0,69.0,600.0,26.0,24.5,1002.6,3.2,0.0,1.5,S
19355,19356,2015,5,16,11,35.0,70.0,9.0,59.0,500.0,42.0,26.3,1001.7,1.5,0.0,2.5,S
19356,19357,2015,5,16,12,26.0,43.0,4.0,36.0,300.0,74.0,27.6,1000.6,-2.3,0.0,2.7,SSE
19357,19358,2015,5,16,13,19.0,35.0,3.0,25.0,300.0,97.0,28.6,999.2,-2.5,0.0,2.8,SSE
19358,19359,2015,5,16,14,23.0,41.0,2.0,20.0,300.0,114.0,29.1,998.2,-1.1,0.0,3.7,S
19359,19360,2015,5,16,15,30.0,59.0,2.0,20.0,300.0,134.0,29.3,996.9,0.0,0.0,3.5,SSE
19360,19361,2015,5,16,16,34.0,75.0,4.0,17.0,400.0,162.0,29.2,996.0,5.3,0.0,3.6,S
19363,19364,2015,5,16,19,80.0,110.0,15.0,28.0,800.0,162.0,26.4,995.0,4.8,0.0,2.8,SSE
19364,19365,2015,5,16,20,81.0,129.0,21.0,34.0,1000.0,152.0,25.1,995.2,6.8,0.0,2.1,SE
19365,19366,2015,5,16,21,89.0,156.0,22.0,34.0,1400.0,157.0,24.2,995.4,9.0,0.0,1.8,SSE
19366,19367,2015,5,16,22,78.0,149.0,15.0,32.0,1300.0,146.0,21.8,995.3,9.7,0.0,1.1,SE
19367,19368,2015,5,16,23,80.0,148.0,9.0,41.0,1300.0,108.0,20.4,994.9,9.6,0.0,1.4,N
19368,19369,2015,5,17,0,84.0,141.0,7.0,40.0,1200.0,96.0,19.5,994.6,9.7,0.0,1.6,N
19369,19370,2015,5,17,1,75.0,116.0,7.0,30.0,1000.0,84.0,18.9,994.0,9.9,0.0,0.8,NNE
19370,19371,2015,5,17,2,73.0,120.0,5.0,30.0,1000.0,69.0,18.3,993.5,9.9,0.0,1.8,NNW
19371,19372,2015,5,17,3,76.0,110.0,4.0,27.0,1000.0,76.0,18.0,992.8,10.1,0.0,1.1,ENE
19372,19373,2015,5,17,4,76.0,107.0,6.0,20.0,1000.0,82.0,17.9,992.3,10.0,0.0,1.5,NE
19373,19374,2015,5,17,5,74.0,110.0,3.0,19.0,800.0,85.0,16.9,992.4,10.5,0.0,0.8,ENE
19374,19375,2015,5,17,6,78.0,118.0,4.0,24.0,1000.0,89.0,17.4,992.1,10.7,0.0,1.0,N
19375,19376,2015,5,17,7,88.0,134.0,8.0,30.0,1000.0,80.0,18.8,992.0,11.4,0.0,1.5,NNW
19376,19377,2015,5,17,8,118.0,187.0,10.0,40.0,1100.0,73.0,20.2,991.8,13.6,0.0,1.7,E
19377,19378,2015,5,17,9,142.0,202.0,15.0,41.0,1200.0,84.0,21.3,991.4,14.2,0.0,1.8,ESE
19378,19379,2015,5,17,10,163.5,215.5,17.0,46.0,1200.0,90.0,22.4,990.8,14.8,0.0,2.1,ESE
19379,19380,2015,5,17,11,163.5,215.5,12.0,43.0,1100.0,99.0,23.4,990.1,14.9,0.0,2.5,ESE
19380,19381,2015,5,17,12,163.5,212.0,12.0,33.0,1100.0,131.0,24.5,989.5,15.1,0.0,2.5,SE
19381,19382,2015,5,17,13,156.0,190.0,9.0,31.0,1000.0,142.0,23.5,988.8,15.3,0.0,2.0,ENE
19382,19383,2015,5,17,14,158.0,181.0,8.0,33.0,1000.0,137.0,24.0,987.6,15.8,0.0,1.9,ENE
19383,19384,2015,5,17,15,156.0,189.0,12.0,31.0,1100.0,155.0,25.7,986.6,15.7,0.0,2.6,ESE
19385,19386,2015,5,17,17,155.0,212.0,7.0,34.0,1200.0,128.0,24.8,986.5,17.5,0.0,1.3,NE
19386,19387,2015,5,17,18,150.0,176.0,8.0,29.0,1200.0,139.0,24.3,986.9,17.1,0.0,1.4,N
19387,19388,2015,5,17,19,159.0,178.0,6.0,34.0,1300.0,129.0,23.7,987.0,16.7,0.0,1.0,NNW
19388,19389,2015,5,17,20,163.5,196.0,5.0,55.0,1400.0,97.0,23.3,987.6,17.1,0.0,1.4,W
19389,19390,2015,5,17,21,163.5,215.5,4.0,82.0,1400.0,60.0,22.6,989.3,16.4,0.0,1.9,NNW
19390,19391,2015,5,17,22,133.0,133.0,6.0,22.0,1100.0,144.0,22.5,989.3,14.3,0.0,1.8,NNW
19391,19392,2015,5,17,23,88.0,88.0,5.0,22.0,900.0,102.0,21.8,989.1,13.7,0.0,0.9,SE
19392,19393,2015,5,18,0,61.0,61.0,3.0,18.0,700.0,76.0,20.4,989.3,12.9,0.0,1.4,NNW
19393,19394,2015,5,18,1,48.0,48.0,2.0,18.0,600.0,68.0,19.8,989.0,12.3,0.0,0.9,NNE
19394,19395,2015,5,18,2,41.0,41.0,2.0,14.0,500.0,64.0,19.1,989.7,11.1,0.0,1.7,NW
19395,19396,2015,5,18,3,37.0,37.0,2.0,13.0,500.0,62.0,19.3,990.2,10.6,0.0,1.0,N
19396,19397,2015,5,18,4,36.0,44.0,2.0,36.0,700.0,35.0,17.7,991.0,11.5,0.0,1.5,NW
19397,19398,2015,5,18,5,37.0,65.0,2.0,75.0,800.0,2.0,17.2,991.7,11.0,0.0,1.1,NW
19398,19399,2015,5,18,6,32.0,61.0,6.0,33.0,600.0,46.0,20.3,992.9,5.5,0.0,2.6,N
19400,19401,2015,5,18,8,59.0,128.0,2.0,13.0,300.0,77.0,21.7,994.9,-1.6,0.0,3.4,NNW
19401,19402,2015,5,18,9,35.0,90.0,2.0,6.0,300.0,85.0,22.1,994.9,-1.9,0.0,3.75,N
19402,19403,2015,5,18,10,42.0,65.0,2.0,6.0,200.0,87.0,23.6,994.3,0.0,0.0,3.6,NNW
19407,19408,2015,5,18,15,67.0,67.0,2.0,11.0,300.0,94.0,27.3,992.8,-4.6,0.0,3.7,WNW
19412,19413,2015,5,18,20,4.0,49.0,2.0,15.0,200.0,78.0,24.4,993.3,-6.9,0.0,2.8,NNW
19413,19414,2015,5,18,21,18.0,85.0,2.0,11.0,200.0,76.0,23.6,994.6,-8.6,0.0,3.75,N
19414,19415,2015,5,18,22,34.0,146.0,2.0,10.0,200.0,77.0,22.9,995.5,-9.2,0.0,3.4,NNW
19415,19416,2015,5,18,23,36.0,135.0,2.0,8.0,200.0,82.0,21.6,996.2,-10.2,0.0,1.6,NNW
19416,19417,2015,5,19,0,30.0,104.0,2.0,11.0,200.0,81.0,21.0,997.0,-13.1,0.0,3.0,NW
19417,19418,2015,5,19,1,11.0,64.0,2.0,10.0,100.0,87.0,20.9,997.1,-14.7,0.0,3.4,WNW
19418,19419,2015,5,19,2,8.0,39.0,2.0,35.0,100.0,53.0,19.9,996.9,-14.0,0.0,2.9,WNW
19419,19420,2015,5,19,3,10.0,32.0,2.0,59.0,200.0,21.0,19.1,996.6,-12.1,0.0,2.1,W
19420,19421,2015,5,19,4,8.0,34.0,7.0,30.0,100.0,42.0,18.9,996.5,-12.3,0.0,2.6,W
19421,19422,2015,5,19,5,3.0,29.0,6.0,40.0,200.0,42.0,19.2,996.8,-10.9,0.0,3.7,W
19434,19435,2015,5,19,18,15.0,21.0,2.0,10.0,300.0,90.0,24.3,1000.2,0.6,0.0,3.3,NNW
19435,19436,2015,5,19,19,44.0,44.0,2.0,15.0,300.0,80.0,23.3,1001.0,0.4,0.0,3.3,NNW
19436,19437,2015,5,19,20,19.0,30.0,2.0,10.0,300.0,83.0,22.3,1002.0,0.1,0.0,3.0,NNW
19437,19438,2015,5,19,21,19.0,39.0,2.0,12.0,300.0,81.0,21.1,1002.9,0.8,0.0,2.0,NW
19438,19439,2015,5,19,22,16.0,29.0,2.0,17.0,300.0,73.0,21.0,1003.7,0.7,0.0,3.2,NW
19439,19440,2015,5,19,23,16.0,25.0,2.0,20.0,300.0,69.0,20.2,1004.4,0.1,0.0,2.6,NW
19440,19441,2015,5,20,0,14.0,24.0,2.0,10.0,300.0,79.0,20.2,1005.3,0.6,0.0,1.7,NNW
19441,19442,2015,5,20,1,11.0,24.0,2.0,11.0,300.0,74.0,20.0,1005.6,0.9,0.0,1.4,NW
19442,19443,2015,5,20,2,8.0,19.0,2.0,10.0,300.0,77.0,20.3,1005.8,0.7,0.0,3.4,NNW
19443,19444,2015,5,20,3,10.0,18.0,2.0,9.0,200.0,78.0,19.5,1006.5,0.5,0.0,1.8,NNW
19444,19445,2015,5,20,4,14.0,19.0,2.0,8.0,200.0,77.0,19.6,1006.8,0.6,0.0,3.2,NNW
19445,19446,2015,5,20,5,12.0,19.0,2.0,8.0,300.0,76.0,17.0,1007.4,1.4,0.0,1.1,NW
19446,19447,2015,5,20,6,7.0,21.0,2.0,12.0,300.0,71.0,17.5,1007.9,2.2,0.0,1.2,NW
19447,19448,2015,5,20,7,16.0,41.0,2.0,47.0,400.0,32.0,20.0,1008.5,2.8,0.0,1.1,WSW
19448,19449,2015,5,20,8,16.0,32.0,4.0,30.0,400.0,51.0,22.5,1008.9,1.5,0.0,1.8,N
19449,19450,2015,5,20,9,6.0,26.0,4.0,13.0,400.0,76.0,23.9,1009.2,1.5,0.0,3.4,NNW
19453,19454,2015,5,20,13,18.0,18.0,2.0,10.0,300.0,95.0,28.2,1006.3,0.8,0.0,2.5,W
19454,19455,2015,5,20,14,14.0,20.0,2.0,10.0,300.0,101.0,29.0,1005.4,0.6,0.0,3.7,W
19455,19456,2015,5,20,15,9.0,22.0,2.0,11.0,300.0,103.0,29.6,1004.5,0.2,0.0,3.75,WNW
19456,19457,2015,5,20,16,9.0,22.0,2.0,11.0,300.0,103.0,29.7,1003.6,0.3,0.0,2.9,WNW
19457,19458,2015,5,20,17,14.0,26.0,2.0,17.0,300.0,103.0,29.5,1003.1,-0.8,0.0,1.5,SW
19458,19459,2015,5,20,18,20.0,34.0,2.0,16.0,400.0,106.0,29.0,1003.1,-0.3,0.0,2.0,WSW
19459,19460,2015,5,20,19,22.0,36.0,2.0,27.0,400.0,94.0,27.5,1003.2,-0.6,0.0,1.2,WSW
19460,19461,2015,5,20,20,21.0,70.0,2.0,46.0,500.0,85.0,25.1,1003.6,3.1,0.0,1.5,SW
19461,19462,2015,5,20,21,27.0,89.0,2.0,45.0,500.0,75.0,21.6,1004.2,3.7,0.0,1.5,NNW
19462,19463,2015,5,20,22,25.0,53.0,2.0,45.0,500.0,60.0,20.5,1004.5,2.3,0.0,1.2,N
19463,19464,2015,5,20,23,26.0,33.0,2.0,18.0,400.0,74.0,19.2,1004.6,1.6,0.0,1.4,NW
19464,19465,2015,5,21,0,28.0,28.0,2.0,27.0,400.0,66.0,18.1,1004.9,1.6,0.0,1.1,N
19465,19466,2015,5,21,1,29.0,31.0,2.0,24.0,400.0,58.0,18.2,1004.8,0.8,0.0,1.6,N
19466,19467,2015,5,21,2,18.0,22.0,2.0,18.0,300.0,64.0,18.2,1004.3,-0.1,0.0,1.6,NNW
19467,19468,2015,5,21,3,22.0,35.0,2.0,21.0,300.0,64.0,17.6,1004.5,0.3,0.0,1.0,E
19468,19469,2015,5,21,4,19.0,33.0,7.0,27.0,400.0,41.0,16.0,1004.6,1.3,0.0,1.4,NNW
19469,19470,2015,5,21,5,25.0,42.0,2.0,50.0,500.0,22.0,15.8,1004.5,1.9,0.0,1.6,NNW
19470,19471,2015,5,21,6,25.0,59.0,3.0,45.0,700.0,33.0,15.4,1004.5,2.5,0.0,1.1,NNW
19471,19472,2015,5,21,7,25.0,54.0,3.0,51.0,600.0,26.0,19.0,1004.6,3.6,0.0,0.4,NE
19472,19473,2015,5,21,8,25.0,56.0,2.0,54.0,500.0,26.0,23.0,1004.7,3.0,0.0,0.6,SSE
19473,19474,2015,5,21,9,33.0,72.0,4.0,64.0,600.0,28.0,23.8,1004.3,3.1,0.0,1.1,SW
19474,19475,2015,5,21,10,29.0,86.0,4.0,58.0,500.0,41.0,24.8,1004.1,6.5,0.0,1.9,SSE
19475,19476,2015,5,21,11,33.0,91.0,6.0,66.0,600.0,47.0,26.0,1003.6,5.5,0.0,1.6,SSE
19476,19477,2015,5,21,12,32.0,58.0,5.0,48.0,500.0,80.0,27.7,1002.9,3.4,0.0,2.8,SSE
19477,19478,2015,5,21,13,35.0,58.0,3.0,46.0,600.0,102.0,28.4,1002.1,4.0,0.0,2.1,SE
19478,19479,2015,5,21,14,44.0,78.0,3.0,51.0,600.0,136.0,29.1,1000.9,4.5,0.0,2.8,SSE
19479,19480,2015,5,21,15,36.0,78.0,6.0,23.0,500.0,163.0,29.2,999.8,5.3,0.0,3.5,SSE
19480,19481,2015,5,21,16,43.0,94.0,8.0,22.0,600.0,163.5,29.5,999.1,6.2,0.0,3.75,SSE
19481,19482,2015,5,21,17,47.0,118.0,8.0,21.0,600.0,163.0,28.8,998.8,7.4,0.0,3.75,SSE
19482,19483,2015,5,21,18,34.0,156.0,5.0,22.0,500.0,142.0,27.2,998.8,7.6,0.0,3.5,SE
19483,19484,2015,5,21,19,26.0,126.0,3.0,26.0,400.0,131.0,25.7,999.1,7.8,0.0,1.8,SE
19484,19485,2015,5,21,20,22.0,98.0,3.0,25.0,400.0,116.0,24.6,999.6,7.3,0.0,2.5,ESE
19485,19486,2015,5,21,21,33.0,94.0,3.0,27.0,500.0,101.0,23.3,1000.4,7.8,0.0,1.6,ENE
19486,19487,2015,5,21,22,32.0,101.0,6.0,34.0,600.0,91.0,22.2,1001.0,7.6,0.0,2.1,NE
19487,19488,2015,5,21,23,30.0,84.0,7.0,29.0,600.0,92.0,21.1,1001.1,7.7,0.0,1.7,NE
19488,19489,2015,5,22,0,36.0,88.0,5.0,26.0,600.0,86.0,19.5,1001.2,7.9,0.0,1.1,N
19489,19490,2015,5,22,1,30.0,71.0,4.0,21.0,600.0,83.0,19.0,1001.5,7.7,0.0,1.1,NE
19490,19491,2015,5,22,2,29.0,60.0,3.0,17.0,500.0,86.0,18.6,1001.4,7.7,0.0,1.0,ENE
19491,19492,2015,5,22,3,84.0,84.0,2.0,21.0,500.0,75.0,16.5,1001.5,7.9,0.0,1.4,NNW
19492,19493,2015,5,22,4,42.0,58.0,2.0,22.0,500.0,67.0,15.4,1001.4,7.9,0.0,1.2,NW
19493,19494,2015,5,22,5,36.0,56.0,2.0,25.0,500.0,59.0,14.4,1001.9,7.9,0.0,1.0,NNW
19494,19495,2015,5,22,6,41.0,60.0,2.0,30.0,600.0,56.0,15.4,1001.8,7.9,0.0,0.8,NNW
19495,19496,2015,5,22,7,65.0,80.0,4.0,31.0,700.0,57.0,18.1,1002.4,8.9,0.0,0.4,SSW
19496,19497,2015,5,22,8,102.0,102.0,6.0,65.0,700.0,33.0,19.2,1002.5,8.8,0.0,1.5,S
19497,19498,2015,5,22,9,152.0,152.0,11.0,46.0,800.0,61.0,21.2,1002.5,8.5,0.0,1.5,S
19501,19502,2015,5,22,13,94.0,98.0,14.0,24.0,700.0,163.5,27.6,1000.0,8.0,0.0,2.2,SSE
19521,19522,2015,5,23,9,112.0,153.0,13.0,92.0,1100.0,53.0,23.4,1000.5,10.8,0.0,1.6,S
19522,19523,2015,5,23,10,108.0,141.0,14.0,56.0,1000.0,118.0,25.3,1000.0,11.5,0.0,1.2,S
19523,19524,2015,5,23,11,109.0,150.0,16.0,36.0,1000.0,163.5,27.0,999.6,11.9,0.0,2.0,SSE
19533,19534,2015,5,23,21,92.0,157.0,15.0,40.0,1100.0,163.5,27.0,998.8,12.2,0.0,1.5,ESE
19534,19535,2015,5,23,22,95.0,149.0,12.0,39.0,1100.0,146.0,25.4,998.9,11.9,0.0,1.1,N
19535,19536,2015,5,23,23,93.0,148.0,11.0,35.0,1100.0,138.0,23.4,998.8,12.4,0.0,0.6,NE
19536,19537,2015,5,24,0,89.0,122.0,8.0,23.0,1100.0,144.0,22.4,998.5,12.6,0.0,1.4,NW
19537,19538,2015,5,24,1,89.0,116.0,6.0,20.0,1000.0,138.0,21.4,998.6,12.5,0.0,0.7,ENE
19538,19539,2015,5,24,2,94.0,127.0,5.0,29.0,1100.0,109.0,20.3,998.6,12.5,0.0,1.0,NNE
19539,19540,2015,5,24,3,99.0,122.0,5.0,24.0,1100.0,114.0,19.6,998.5,12.6,0.0,1.2,NNW
19540,19541,2015,5,24,4,96.0,114.0,4.0,24.0,1000.0,110.0,18.8,998.5,12.5,0.0,0.1,SW
19541,19542,2015,5,24,5,96.0,125.0,3.0,69.0,1100.0,61.0,17.9,998.7,12.6,0.0,1.3,NW
19542,19543,2015,5,24,6,101.0,144.0,4.0,101.0,1100.0,16.0,18.0,999.2,12.4,0.0,1.0,NNW
19543,19544,2015,5,24,7,108.0,148.0,6.0,78.0,1100.0,35.0,19.8,999.4,12.8,0.0,1.1,NNW
19544,19545,2015,5,24,8,135.0,143.0,11.0,60.0,1200.0,70.0,22.4,999.4,13.5,0.0,0.5,N
19545,19546,2015,5,24,9,146.0,177.0,17.0,30.0,1300.0,119.0,24.1,999.2,13.6,0.0,1.3,E
19546,19547,2015,5,24,10,154.0,190.0,19.0,31.0,1300.0,134.0,25.5,998.9,14.0,0.0,1.6,SSE
19547,19548,2015,5,24,11,163.5,193.0,20.0,27.0,1300.0,163.5,27.0,998.3,14.7,0.0,2.2,SE
19556,19557,2015,5,24,20,82.0,142.0,14.0,33.0,1000.0,163.5,28.3,996.0,10.9,0.0,0.9,NE
19557,19558,2015,5,24,21,86.0,150.0,12.0,44.0,1100.0,134.0,27.3,996.4,11.3,0.0,1.1,NNE
19558,19559,2015,5,24,22,85.0,145.0,12.0,42.0,1100.0,130.0,26.5,996.0,12.2,0.0,1.2,W
19559,19560,2015,5,24,23,91.0,136.0,10.0,47.0,1100.0,114.0,24.4,995.8,12.4,0.0,1.3,NNE
19560,19561,2015,5,25,0,81.0,113.0,9.0,22.0,1000.0,146.0,24.9,996.0,11.5,0.0,1.2,ENE
19561,19562,2015,5,25,1,78.0,100.0,7.0,18.0,800.0,131.0,23.0,995.8,11.7,0.0,1.2,NNW
19562,19563,2015,5,25,2,70.0,96.0,8.0,22.0,800.0,102.0,22.2,996.0,11.6,0.0,1.4,N
19563,19564,2015,5,25,3,72.0,98.0,6.0,24.0,900.0,107.0,21.0,996.1,11.3,0.0,0.9,NE
19564,19565,2015,5,25,4,74.0,105.0,6.0,19.0,900.0,124.0,20.5,996.5,11.7,0.0,1.0,WNW
19565,19566,2015,5,25,5,80.0,106.0,6.0,27.0,900.0,114.0,19.7,997.0,12.0,0.0,1.7,NNW
19566,19567,2015,5,25,6,81.0,121.0,4.0,29.0,1000.0,93.0,19.5,997.5,12.3,0.0,1.4,NNW
19567,19568,2015,5,25,7,94.0,126.0,8.0,79.0,1200.0,52.0,21.2,997.9,12.9,0.0,1.1,NNW
19568,19569,2015,5,25,8,106.0,155.0,11.0,90.0,1100.0,52.0,23.6,998.3,13.2,0.0,0.9,WSW
19569,19570,2015,5,25,9,118.0,180.0,14.0,94.0,1200.0,54.0,25.6,998.3,13.8,0.0,1.6,S
19570,19571,2015,5,25,10,126.0,188.0,16.0,57.0,1100.0,113.0,27.5,998.0,13.8,0.0,1.7,SE
19582,19583,2015,5,25,22,77.0,144.0,13.0,34.0,1000.0,155.0,27.5,996.4,14.5,0.0,1.3,ENE
19583,19584,2015,5,25,23,81.0,137.0,12.0,36.0,1000.0,133.0,26.5,996.7,13.9,0.0,0.9,NE
19584,19585,2015,5,26,0,75.0,127.0,11.0,33.0,900.0,124.0,25.4,996.9,13.9,0.0,1.1,ENE
19585,19586,2015,5,26,1,78.0,126.0,10.0,22.0,1000.0,131.0,24.6,997.0,13.8,0.0,0.9,NE
19586,19587,2015,5,26,2,78.0,126.0,10.0,22.0,1000.0,131.0,23.7,997.1,13.8,0.0,0.8,NE
19587,19588,2015,5,26,3,83.0,121.0,8.0,16.0,1000.0,134.0,23.5,997.2,13.9,0.0,1.0,ENE
19588,19589,2015,5,26,4,81.0,118.0,8.0,18.0,900.0,124.0,22.5,997.2,13.8,0.0,1.0,WNW
19589,19590,2015,5,26,5,84.0,120.0,6.0,24.0,900.0,104.0,21.2,997.9,13.9,0.0,0.9,NNW
19590,19591,2015,5,26,6,78.0,119.0,6.0,30.0,900.0,88.0,21.1,998.3,14.0,0.0,1.5,NNW
19591,19592,2015,5,26,7,83.0,140.0,7.0,38.0,1000.0,74.0,22.9,998.5,14.5,0.0,0.8,NW
